"","species","vir_pos","massmale_kg","massfemale_kg","habitat_forest","habitat_savanna","habitat_shrubland","habitat_grassland","habitat_wetlands","habitat_rocky.areas","habitat_desert","threat_critical","threat_data_deficient","threat_endangered","threat_least_concern","threat_not_evaluated","threat_near_threatened","threat_vulnerable","population_decreasing","ppoulation_increasing","population_stable","locomotion_arboreal","locomotion_both","locomotion_terrestrial","folivore","folivore_frugivore","frugivore","gummivore","insectivore","omnivore","adult_mass_g","brain_mass_g","adult_body_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","det_inv","det_vend","det_vect","det_vunk","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","habitat_breadth_n","aotidae","atelidae","callitrichidae","cebidae","cercopithecidae","cheirogaleidae","daubentoniidae","galagidae","hominidae","hylobatidae","indriidae","lemuridae","lepilemuridae","lorisidae","pitheciidae","tarsiidae","afrotropical","australasian","indomalayan","neotropical","palearctic","realm_multiple","foraging_stratum_arboreal","foraging_stratum_ground","foraging_stratum_scansorial","activity_cycle_diurnal","activity_cycle_multiple","activity_cycle_nocturnal","body_size_ratio","rel_age_fb_days","rel_sexual_maturity_days","postnatal_growth_rate","mass_specific_production","home_range_scaled_km2_g","wos_hits","hfp_avg","species_avg","max_popdens","min_popdens","mean_popdens","mean_temp","max_temp","min_temp","range_temp","mean_prec","max_prec","min_prec","range_prec","ymin","ymax","range_lat","centroid","ecor_n"
"283","Miopithecus ogouensis",0,0.336472236621213,0.0953101798043249,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.17011954344963,3.97244054698141,465.378,9867.167,NA,1500.353,NA,1594.257,166.955,1.014,0.839,523.514,NA,279.739,NA,3803.215,0.20294084399669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,-1.82280498385272,NA,NA,NA,NA,1.38629436111989,1.70297026828181,126.461560888765,7.53155970821592,0.807882933036908,3.09565172509455,241.927245731255,350,149,125.658500371195,1803.30883444692,6.29710931993394,0,295.773570898293,-5.39538478055556,6.21086814722222,11.6062529277778,0.407741683333334,1.6094379124341
"284","Miopithecus talapoin",0,0.322083499169113,0.113328685307003,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.2170765265374,3.54846730039719,402.495,11278.5,1733.36,1617.065,2008,1598.7,164.38,1,1,730,5.23377884541047,165.267,6.10924758276437,4236.482,0.22872792960811,4.32413265625498,-0.22314355131421,4.51305489708029,50,0,0,0,50,0,0,0,2,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.26666666666667,-1.95370745951534,-1.87283653708774,0.8754687373539,0.137614678899083,-7.44022007785161,3.49650756146648,1.85810509076578,92.9592707612368,9.33878280016089,1.2107687408553,4.49127883833089,239.543548387097,333,102,143.717741935484,1273.95483870968,5.61677109766657,0,214.138709677419,-12.799219775,-2.38444558611111,10.4147741888889,-7.59183268055556,1.79175946922805
"285","Mirza coquereli",0,-1.1695713776086,-1.16315080980568,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.74043579230424,1.67147330335355,240.92,6351,343.74,343.74,275,532.9,89,1.71,1,364.75,2.67414864942653,136,NA,1825,-0.583396316600826,3.95603989084492,-3.50655789731998,0,60,0,0,10,10,0,10,10,1,700,NA,NA,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.4620689655172,-2.47803377050024,-2.91648200215443,NA,0.0796754498714653,-9.24699368962422,2.77258872223978,2.18836377862546,32.9888465279027,4.7992716801871,1.9866412188575,3.27244633248087,254.157894736842,363,116,207.052631578947,829.473684210526,5.76519110278484,0,250.315789473684,-23.031452675,-15.9272234916667,7.10422918333333,-19.4793380833333,0.693147180559945
"286","Mirza zaza",0,-1.24827306322252,-1.20731170559145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.66988092298052,1.67147330335355,240.92,6351,343.74,343.74,275,532.9,89,1.71,1,364.75,2.67414864942653,136,NA,2372.5,1.26525603274283,3.95603989084492,-3.50655789731998,0,60,0,0,10,10,0,10,10,1,700,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,20,-2.47803377050024,-2.91648200215443,NA,0.0855,-9.1764388203005,2.19722457733622,2.74675573019384,35.7342442274094,4.54655929281919,2.8195295583536,3.59023523160237,257.176470588235,335,164,142.235294117647,1843.58823529412,6.20455776256869,1.6094379124341,447.882352941176,-14.6861411416667,-13.1990248805556,1.48711626111111,-13.9425830111111,1.09861228866811
"287","Nasalis larvatus",0,3.04547436544881,2.3494686788929,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.50610779471122,4.5604133768953,704.745,9161.5,1894.11,1643.544,NA,1642.5,167.156,1.01,0.7,543.378,6.11368217983223,212.63,7.60090245954208,4015,1.48727027845989,3.33701435288524,0.336472236621213,2.42036812865043,0,0,0,0,20,0,0,80,2,350,0,350,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,29.7379977876106,-1.71879044936146,-1.57626084951918,1.48722027970985,0.0237742972828705,-9.16963555809001,4.98360662170834,2.25670067148679,121.721849105417,6.58876040110389,0.833447886692814,3.59020044500078,263.329021827001,327,193,89.7178658043654,2888.27647534357,6.5510803350434,4.34380542185368,176.551333872272,-4.08188115833333,6.53329161944444,10.6151727777778,1.22570523055556,1.79175946922805
"288","Nomascus annamensis",0,1.94591014905531,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.79801453278233,4.7518645651389,635,16826.5,3069.409,3069.409,NA,3277,207.591,1,0.541,889.374,NA,724,NA,5475,1.09794539968041,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,-1.63602665488628,-1.70146998967925,NA,NA,NA,2.07944154167984,1.43980706779827,123.082543251731,5.93792536938157,1.44585653043142,3.32352967109661,238.063636363636,346,95,173.290909090909,2620.25454545455,6.87316383421252,0,604.190909090909,13.6930768472222,16.3091712972222,2.61609445,15.0011240722222,1.6094379124341
"289","Nomascus concolor",0,2.05027016437956,2.03077636969855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.76568787015964,4.72864366697284,590,16826.5,2454.24,3058.818,NA,3285,207,1,0.73,820.688,NA,679.565,NA,5475,1.08010881710355,1.4699459336155,0.048790164169432,1.38629436111989,10,0,0,0,80,0,0,10,1,2500,6.21660610108486,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.63358837266638,-1.9251378835853,NA,NA,-8.71689770599021,4.14313472639153,1.95938838802783,137.130585511525,4.58820123382619,2.27686000760365,3.81611954383424,197.229166666667,338,12,223.645833333333,1470.60416666667,6.09582456243222,1.79175946922805,328.1875,20.2209120694444,24.7755156416667,4.55460357222222,22.4982138555556,0
"290","Nomascus gabriellae",0,NA,1.64865862558738,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8.79801453278233,4.7518645651389,635,16826.5,3069.409,3069.409,NA,3277,207.591,1,0.541,889.374,NA,724,NA,5475,1.09794539968041,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,-1.63602665488628,-1.70146998967925,NA,NA,NA,3.09104245335832,1.89387966573229,109.040245297081,6.08015768708913,2.2248095264966,4.79907933184155,239.752577319588,349,97,146.288659793814,1864.57731958763,6.07073772800249,1.09861228866811,314.515463917526,10.4976122194444,13.2952558861111,2.79764366666667,11.8964340527778,1.6094379124341
"291","Nomascus hainanus",0,1.88858365386359,1.88144781549159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.96059613886479,4.62796832226407,652.427,1152.792,NA,1933.898,NA,2128.46,198.536,1.071,0.624,730.042,NA,529.91,NA,5475,1.18723348032164,0.559615787935423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1200,6.47850964220857,550,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,0.61321188747872,NA,NA,NA,NA,3.58351893845611,2.30739509298322,72.695442199707,4.61255450627338,4.62243199166964,4.61255450627338,230,305,131,174,1381,5.62401750618734,2.56494935746154,265,19.0462985583333,19.1504661416667,0.104167583333329,19.09838235,0
"292","Nomascus leucogenys",0,1.85629799036563,1.88706964903238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.79801453278233,4.80377511285515,590,16826.5,3069.409,3069.409,NA,3277,207.591,1,0.532,917.747,6.20925378966027,724,NA,5475,1.09794539968041,NA,NA,0,10,0,0,0,80,0,0,10,1,1650,5.30330490805908,1450,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.3132628234774,-1.63602665488628,-1.70146998967925,NA,0.039960151546159,NA,4.06044301054642,1.65714228303551,139.434017528187,4.36424762186394,1.7916038492606,3.24724027866282,220.439393939394,345,64,197.090909090909,1918.43939393939,6.57507584059962,1.09861228866811,430.136363636364,17.870692975,22.4362093416667,4.56551636666667,20.1534511583333,1.38629436111989
"293","Nomascus nasutus",0,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.98719682066197,4.73251623877749,590,16826.5,2454.24,3058.818,NA,3285,207,1,0.73,820.688,NA,679.565,NA,5475,1.20207099703634,1.4699459336155,0.048790164169432,1.38629436111989,10,0,0,0,80,0,0,10,1,900,3.93182563272433,850,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.63358837266638,-1.9251378835853,NA,NA,-8.93840665649254,3.13549421592915,2.3013709053011,117.194191672585,5.45123156010804,4.22912594893351,4.66656548269913,209.136363636364,330,69,222.181818181818,1466.5,5.75890177387728,2.63905732961526,261.136363636364,22.3806532972222,23.3241139805556,0.943460683333331,22.8523836388889,0
"294","Nomascus siki",0,1.88706964903238,2.06686275947298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.79801453278233,4.78015657274633,590,16826.5,3069.409,3069.409,NA,3277,207.591,1,0.542,906.599,6.20925378966027,724,NA,5475,1.09794539968041,NA,NA,NA,10,0,0,0,80,0,0,10,1,1800,3.43398720448515,1770,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.3132628234774,-1.63602665488628,-1.70146998967925,NA,0.0407112822143199,NA,2.07944154167984,1.55764861201773,149.765702629089,5.41303867236345,1.82859043216334,3.66490052231333,224.7125,336,61,183.15,2156.475,6.55677835615804,1.09861228866811,469.3125,16.8032232638889,19.3766586083333,2.57343534444444,18.0899409361111,1.09861228866811
"295","Nycticebus bancanus",0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.85992964949953,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,0.031498667059371,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.0889066880256,-2.33909787084996,-2.68356059848209,2.34300652672385,0.0542199727263191,NA,0.693147180559945,3.40073411926202,43.1309596874096,5.82440598189944,4.17000728110818,4.74659239279028,271.933333333333,318,230,83.0666666666667,2728.96666666667,6.17170059741091,4.61512051684126,221.966666666667,-3.11262659722222,-1.504477525,1.60814907222222,-2.30855206111111,0.693147180559945
"296","Nycticebus bengalensis",0,0.122217632724249,0.336472236621213,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,6.86667283388091,2.57459499605153,340,9672.5,619.41,619.41,NA,808.955,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,0.0353671438372913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2400,0,2400,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19.2180616740088,-2.4812987952907,-2.74827467450977,2.34300652672385,0.0538555873925501,NA,3.43398720448515,2.1727576224442,117.371765375854,8.51798516288028,0.41958812511011,4.51609578493267,226.450102295976,387,-41,204.854285064787,1926.55035235281,7.52294091807237,0,397.066151398045,6.66027686388889,28.3658250138889,21.70554815,17.5130509388889,3.61091791264422
"297","Nycticebus borneanus",0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.85992964949953,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,0.031498667059371,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.0889066880256,-2.33909787084996,-2.68356059848209,2.34300652672385,0.0542199727263191,NA,1.09861228866811,1.87389855837993,118.996641239469,6.3271646089351,1.82837585521751,3.04545470227091,259.482926829268,326,162,93.6894308943089,3033.66341463415,6.06378520868761,4.47733681447821,181.80162601626,-3.54120179722222,2.36460414166667,5.90580593888889,-0.588298827777777,1.79175946922805
"298","Nycticebus coucang",0,-0.387134151423441,-0.468404907882039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,6.85992964949953,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,0.031498667059371,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19.0889066880256,-2.33909787084996,-2.68356059848209,2.34300652672385,0.0542199727263191,NA,4.95582705760126,2.63106362805694,135.191405903845,8.39961094126516,0.838291300463787,4.95146410281561,255.295124037639,333,106,105.235243798118,2649.56629597947,6.56807791141198,4.23410650459726,213.72626176219,-5.94102450277778,6.33884546388889,12.2798699666667,0.198910480555555,2.30258509299405
"299","Nycticebus javanicus",0,-0.376877651256252,-0.468404907882039,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,6.4393503711001,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,-0.199671195129068,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,1600,0,1600,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12.5350420504606,-2.33909787084996,-2.68356059848209,2.34300652672385,0.0825685303514377,NA,3.71357206670431,4.47434700203897,NA,6.13151775724654,6.13368867903458,6.13151775724654,266,317,212,105,3518,6.0591231955818,5.04985600724954,273,-6.74757921944444,-6.727737775,0.0198414444444443,-6.73765849722222,NA
"300","Nycticebus kayan",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.85992964949953,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,0.031498667059371,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.0889066880256,-2.33909787084996,-2.68356059848209,2.34300652672385,0.0542199727263191,NA,1.38629436111989,2.06477229186269,135.125017202442,6.54849844386367,0.82403519281386,3.43670535032931,247.59388038943,321,130,81.2934631432545,2802.48539638387,6.26720054854136,4.34380542185368,135.038942976356,-0.596731441666667,7.03329601944444,7.63002746111111,3.21828228888889,1.94591014905531
"301","Nycticebus menagensis",0,-1.25526609871349,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5.64190707093811,2.39825884306233,340,9672.5,660.82,619.41,NA,932.57,189.545,1.035,1,428.207,3.91082228485163,177.069,6.25382881157547,2555,-0.638658995275876,2.99573227355399,NA,0,40,30,10,0,20,0,0,0,3,100,3.58351893845611,65,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5.64677613135763,-2.33909787084996,-2.68356059848209,2.34300652672385,0.183290425531915,NA,2.484906649788,2.10611553642697,122.870567105996,6.58876040110389,0.94043257383242,3.42369158483414,264.147928994083,325,206,89.5502958579882,2965.07889546351,6.46925031679577,4.11087386417331,178.404339250493,-4.12354819166667,7.03230394722222,11.1558521388889,1.45437787777778,1.79175946922805
"302","Nycticebus pygmaeus",0,-0.772190387900398,-0.978166135592243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,6.81072111396893,2.05412373369555,320,9672.5,578,578,NA,766,188,1.12,1,447.693,3.87535902105655,177,6.25382881157547,2920,0.00498754151103897,NA,NA,0,40,30,10,0,20,0,0,0,3,1500,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,18.8283195020747,-2.53585991683408,-2.81746821790229,2.37846979051892,0.0594848626759594,NA,4.07753744390572,2.09069315160052,129.070305079989,8.43238202003901,1.44585653043142,4.70006082013637,224.127318718381,349,41,183.593591905565,1863.61888701518,6.90475076996184,0.693147180559945,389.493254637437,10.3249916527778,23.4878058972222,13.1628142444444,16.906398775,2.70805020110221
"303","Otolemur crassicaudatus",0,0.173953307123438,0.104360015324243,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6.98529485643756,2.48732040101194,386,8285.5,609.86,609.86,639,799.35,131.04,1.518,1,241.834,3.84095655699429,137.875,6.21460809842219,2763.926,0.100749903100143,4.47722317165747,-2.81341071676004,1.25276296849537,20,0,0,0,20,60,0,0,3,1800,NA,NA,NA,NA,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23.2043160833154,-2.33846338065895,-2.60903285544025,2.37365154142791,0.0654188640832851,-9.79870557319759,4.02535169073515,1.88940200211339,108.332549061945,9.33878280016089,0.0890823067558515,3.73001791634867,221.830110756523,381,13,203.343626806833,1012.5277829923,6.50279004591562,0,204.626994556035,-30.4967961472222,1.058045025,31.5548411722222,-14.7193755611111,3.68887945411394
"304","Otolemur garnettii",0,-0.230671817735001,-0.309246250367621,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,6.15965548530821,2.56756132791019,200,6874.167,592.15,344.84,450,576.7,128.744,1.26,1.715,221.848,2.64262239577975,91.554,4.68522827815867,2277.709,-0.353821874956326,3.54095932403731,-2.12026353620009,0,20,0,0,0,20,60,0,0,3,2500,0,2500,NA,NA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,33.6843416370107,-2.47820355093614,-2.45176577039,2.04260588237892,0.0641514690501094,-8.2799190215083,4.18965474202643,2.18271237617416,121.834191497539,8.29303453765749,0.122885175472714,4.28211561782133,237.75644028103,370,51,146.892271662763,1034.18032786885,6.16331480403464,0,212.790398126464,-11.8756005361111,1.870552175,13.7461527111111,-5.00252418055556,2.63905732961526
"305","Pan paniscus",1,3.80666248977032,3.50254987592244,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10.4665246240578,5.78481853494547,788.715,20075,5465.72,3287.088,NA,3522.408,235.32,1,0.22,1769.038,7.24405964437091,854.745,9.02701831484864,9125,2.01556946508543,0.766397642299538,3.32970137995709,4.44265125649032,10,0,0,0,60,0,10,20,2,700,5.70711026474888,400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25.0898900886935,-1.74033041319726,-1.30097939939827,1.78295867047774,0.00876847205078595,-7.13682324410075,7.07665381544395,1.41796690337572,106.090389184334,5.05011644868604,0.0378813942242448,2.68685149282162,248.640874684609,333,178,116.622371740959,1887.4196804037,5.53733426701854,1.94591014905531,157.583683767872,-4.38446318611111,2.14337203611111,6.52783522222222,-1.120545575,1.6094379124341
"306","Pan troglodytes",1,4.0943445622221,3.85862222870103,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10.7140510348471,5.89580955786371,868.045,27010,3897.96,3636.98,2920,5073.5,229,1.075,0.2,1331.588,7.4645212958889,1112.131,9.04782144247841,7300,2.15176220325946,0.451712359273484,2.38416507998647,3.91202300542815,10,0,0,0,60,0,0,30,2,2790,0,2790,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25.7782145763372,-1.67217625306752,-1.93575382844446,1.58330014658951,0.0083403759156135,-8.32988595486066,8.74369111054302,1.65860615302633,128.640697910813,8.56286437832549,0.0672630491309335,3.56457281524099,245.715549936789,409,73,146.876580278129,1760.14238305942,7.00215595440362,0,260.646017699115,-8.36763315833333,13.5690678194444,21.9367009777778,2.60071733055556,3.25809653802148
"307","Papio anubis",1,3.04927304048202,2.50143595173921,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,1,9.78293217749576,5.14779675670368,762,16425,1672.592,1583.185,1762,1642.5,178.96,1.005,0.8,638.308,6.71270100408317,338.96,8.19981038665132,3833.595,1.63957906934609,1.75128463666234,1.57484646766448,3.68887945411394,10,40,0,0,20,0,0,30,3,2500,5.88887795833288,2140,NA,NA,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,21.5468831658139,-2.30258509299405,-2.28443004538944,1.48710938256815,0.0373139815078043,-8.20808570983128,7.08086789669078,1.97498167860795,97.4211808557403,8.12801090893362,0.0672630491309335,4.25525773055321,247.95542284956,422,-13,197.275847508747,1030.54047532875,6.27287700654617,0,190.986608758596,-5.74261005833333,22.2963271583333,28.0389372166667,8.27685855,3.76120011569356
"308","Papio cynocephalus",0,3.08190996979504,2.50959926237837,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,1,9.78982881276714,5.1240830199367,762,16425,2560.56,1652.37,1762,2007.5,176.133,1,0.805,607.914,6.71270100408317,319.48,8.19558060135203,6188.575,3.28402665850421,3.98348748663645,2.7047112998367,3.87535902105655,10,0,0,10,20,0,0,60,2,NA,0,NA,NA,NA,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,21.6959977637064,-2.10191439753189,-1.8585785798015,1.48287959726886,0.0371036173937399,-7.08511751293045,6.76619171466035,2.02792572973985,103.418160735033,8.18040061052153,0.0000238883478938139,3.72987121821952,242.960345704118,417,46,168.967717336045,906.699034062023,6.50279004591562,0,199.187849517031,-18.5363734361111,6.08289083055555,24.6192642666667,-6.22674130277778,3.04452243772342
"309","Papio hamadryas",1,2.82731362192903,2.29253475714054,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9.7981270368783,5.07508631140548,718.5,16425,1652.37,1583.185,1762,1919.9,179.277,1,0.8,587.762,6.7233275056706,300,8.28147085789517,5332.504,1.64788909880835,2.37024374146786,2.85474458025301,3.60821155104648,10,0,0,10,0,0,0,80,1,NA,NA,NA,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,21.6455422208326,-2.1465314630207,-2.29659394340533,1.55814335222457,0.0369591111111111,-6.94338245662529,6.72743172485086,2.15889384791585,56.4061317399542,7.74000319916571,1.51900867993489,4.54184822989414,236.590395480226,418,-9,205.680790960452,390.649152542373,5.76205138278018,0,84.0389830508475,4.39239976388889,18.0611708416667,13.6687710777778,11.2267853027778,2.484906649788
"310","Papio kindae",0,2.77258872223978,2.29253475714054,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9.47270463644367,5.1240830199367,762,16425,2560.56,1652.37,1762,2007.5,176.133,1,0.805,607.914,6.71270100408317,319.48,8.19558060135203,6188.575,3.28402665850421,3.98348748663645,2.7047112998367,3.87535902105655,10,0,0,10,20,0,0,60,2,NA,0,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15.7999003390902,-2.10191439753189,-1.8585785798015,1.48287959726886,0.0509496884615385,-6.76799333660698,2.83321334405622,1.71407656456628,108.333120730758,8.40778837577862,0.395472337847377,3.56136214423498,220.529846024046,377,40,200.747521619911,1236.03058426492,5.76205138278018,0,226.400548407509,-15.8051986083333,-3.39635925277778,12.4088393555556,-9.60077893055556,2.77258872223978
"311","Papio papio",1,3.13549421592915,2.484906649788,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,9.7981270368783,5.17520578437001,762,16425,1707.185,1652.37,1762,1831.647,179.277,1.005,0.81,587.762,6.70196036600254,319.48,8.19558060135203,3650,1.64788909880835,1.84054963339749,NA,NA,10,0,0,20,20,0,10,40,3,NA,NA,NA,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22.1130221130221,-2.19358900227451,-2.2639587491607,1.49362023534948,0.03681315,NA,6.42971947803914,1.97930154332855,85.7127262254001,7.10173971965185,0.917032510673819,3.60929129522398,269.615117891817,421,100,233.672676837725,1252.54854368932,7.00215595440362,0,332.778779472954,8.69898528055555,18.1107744527778,9.41178917222222,13.4048798666667,1.79175946922805
